epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,1235.1,0.52988,0.75064,1.04142,0.86637,0.49383,0.69958,0.58523,0.73601,1.58578,1.28517,0.000158425,0.000158425,0.000158425
372,1238.43,0.5299,0.75039,1.04622,0.94234,0.45679,0.69342,0.57254,0.77746,1.60883,1.32263,0.000158177,0.000158177,0.000158177
373,1241.75,0.5288,0.73814,1.04025,0.93777,0.45679,0.68729,0.55692,0.77909,1.65284,1.31427,0.00015793,0.00015793,0.00015793
374,1245.05,0.52311,0.72636,1.03437,0.83131,0.45679,0.65994,0.538,0.8001,1.72783,1.3634,0.000157683,0.000157683,0.000157683
375,1248.37,0.51527,0.69519,1.02649,0.91118,0.45679,0.72729,0.59832,0.79294,1.66086,1.35561,0.000157435,0.000157435,0.000157435
376,1251.71,0.52625,0.71548,1.03684,0.93116,0.44155,0.70517,0.58185,0.80409,1.56504,1.36471,0.000157188,0.000157188,0.000157188
377,1255.05,0.53699,0.754,1.04593,0.83035,0.50281,0.70466,0.57545,0.79649,1.59039,1.34708,0.00015694,0.00015694,0.00015694
378,1258.35,0.52903,0.74779,1.0412,0.88745,0.50299,0.72627,0.59715,0.76831,1.52206,1.29925,0.000156693,0.000156693,0.000156693
379,1261.68,0.5249,0.72881,1.03455,0.86395,0.50426,0.69896,0.57248,0.76407,1.49082,1.30066,0.000156445,0.000156445,0.000156445
380,1264.99,0.52977,0.72728,1.0368,0.94143,0.43899,0.66348,0.55393,0.76006,1.57673,1.30397,0.000156197,0.000156197,0.000156197
381,1268.29,0.52814,0.70907,1.03593,0.91987,0.43153,0.6744,0.55142,0.78116,1.57973,1.33459,0.00015595,0.00015595,0.00015595
382,1271.58,0.532,0.73992,1.04217,0.71377,0.5648,0.70718,0.57905,0.77766,1.73937,1.33505,0.000155703,0.000155703,0.000155703
383,1274.91,0.53253,0.74226,1.04143,0.72939,0.58169,0.7368,0.60987,0.75882,1.65259,1.32541,0.000155455,0.000155455,0.000155455
384,1278.16,0.51804,0.72483,1.03665,0.92013,0.46287,0.74541,0.62163,0.73257,1.60687,1.29185,0.000155208,0.000155208,0.000155208
385,1281.44,0.51576,0.69472,1.02711,0.77578,0.54891,0.74759,0.61986,0.76425,1.62681,1.30462,0.00015496,0.00015496,0.00015496
386,1284.78,0.51849,0.71112,1.03157,0.76694,0.50583,0.77294,0.64022,0.76382,1.56537,1.3106,0.000154712,0.000154712,0.000154712
387,1288.07,0.52649,0.74487,1.03851,0.77631,0.46435,0.75801,0.63297,0.74891,1.5811,1.29999,0.000154465,0.000154465,0.000154465
388,1291.37,0.52723,0.73592,1.03677,0.84298,0.53725,0.7381,0.62033,0.73521,1.55261,1.28865,0.000154218,0.000154218,0.000154218
389,1294.69,0.52361,0.71832,1.03333,0.80494,0.53086,0.7499,0.6145,0.76207,1.65192,1.32265,0.00015397,0.00015397,0.00015397
390,1298,0.51777,0.71504,1.03028,0.84939,0.50124,0.75923,0.62179,0.76868,1.72104,1.32805,0.000153722,0.000153722,0.000153722
391,1301.32,0.53144,0.75109,1.04741,0.9126,0.45114,0.7681,0.63793,0.80489,1.64375,1.39302,0.000153475,0.000153475,0.000153475
392,1304.63,0.52045,0.72162,1.0259,0.91473,0.45144,0.76326,0.63255,0.7735,1.5525,1.35819,0.000153227,0.000153227,0.000153227
393,1307.95,0.50521,0.7038,1.02138,0.78374,0.53712,0.73173,0.60989,0.76966,1.70342,1.3277,0.00015298,0.00015298,0.00015298
394,1311.27,0.51729,0.71292,1.02834,0.91085,0.44811,0.71336,0.58971,0.77419,1.79456,1.32172,0.000152732,0.000152732,0.000152732
395,1314.58,0.51717,0.71158,1.03514,0.83696,0.43602,0.70796,0.57117,0.76142,1.81165,1.32432,0.000152485,0.000152485,0.000152485
396,1317.89,0.50981,0.69618,1.0245,0.48186,0.63045,0.69099,0.55786,0.77512,1.74114,1.32214,0.000152238,0.000152238,0.000152238
397,1321.21,0.50981,0.69835,1.02098,0.56464,0.60494,0.69967,0.5698,0.77256,1.67721,1.3072,0.00015199,0.00015199,0.00015199
398,1324.5,0.51797,0.73461,1.03268,0.82814,0.44931,0.69527,0.5553,0.81014,1.69237,1.3619,0.000151742,0.000151742,0.000151742
399,1327.82,0.51896,0.72162,1.02406,0.90212,0.44818,0.71067,0.57991,0.76898,1.60506,1.32341,0.000151495,0.000151495,0.000151495
400,1331.08,0.51585,0.708,1.03285,0.87507,0.44809,0.72548,0.59509,0.75631,1.55953,1.30663,0.000151248,0.000151248,0.000151248
401,1334.34,0.52105,0.72242,1.038,0.60783,0.63044,0.71154,0.59905,0.7517,1.64699,1.31963,0.000151,0.000151,0.000151
402,1337.6,0.50872,0.70995,1.02721,0.8937,0.45679,0.6857,0.57019,0.76968,1.64114,1.31882,0.000150752,0.000150752,0.000150752
403,1340.85,0.51648,0.73432,1.03619,0.8014,0.53086,0.69588,0.57343,0.79056,1.55317,1.34247,0.000150505,0.000150505,0.000150505
404,1344.11,0.51328,0.71943,1.02534,0.85238,0.49383,0.71245,0.58966,0.78472,1.56316,1.3422,0.000150258,0.000150258,0.000150258
405,1347.38,0.51595,0.71434,1.02722,0.71377,0.5679,0.72015,0.58419,0.79739,1.51194,1.34971,0.00015001,0.00015001,0.00015001
406,1350.62,0.5164,0.71434,1.03089,0.72599,0.5679,0.69676,0.56081,0.79709,1.68477,1.34426,0.000149762,0.000149762,0.000149762
407,1353.89,0.50848,0.71634,1.02451,0.64699,0.56554,0.69871,0.57569,0.8002,1.74584,1.33583,0.000149515,0.000149515,0.000149515
408,1357.12,0.5177,0.69852,1.03276,0.51105,0.67317,0.74809,0.60923,0.80939,1.56572,1.35071,0.000149268,0.000149268,0.000149268
409,1360.47,0.51836,0.72039,1.03258,0.57367,0.71103,0.76924,0.63092,0.8037,1.45158,1.37149,0.00014902,0.00014902,0.00014902
410,1363.77,0.515,0.7056,1.03491,0.70653,0.56432,0.77191,0.64767,0.78823,1.4878,1.36091,0.000148773,0.000148773,0.000148773
411,1367.05,0.5135,0.7247,1.03441,0.90072,0.45679,0.78276,0.65392,0.78618,1.51217,1.36744,0.000148525,0.000148525,0.000148525
412,1370.34,0.5178,0.70755,1.03464,0.88958,0.4496,0.77576,0.65113,0.82603,1.57709,1.40823,0.000148277,0.000148277,0.000148277
413,1373.61,0.50458,0.69827,1.02334,0.8343,0.48763,0.76571,0.64069,0.79386,1.60882,1.36137,0.00014803,0.00014803,0.00014803
414,1376.91,0.50726,0.69533,1.02336,0.87414,0.50001,0.7263,0.60233,0.81323,1.62314,1.36996,0.000147782,0.000147782,0.000147782
415,1380.19,0.50479,0.70622,1.01838,0.88456,0.49938,0.71376,0.56872,0.82747,1.64012,1.37356,0.000147535,0.000147535,0.000147535
416,1383.45,0.51045,0.69848,1.02299,0.86504,0.50049,0.7383,0.59258,0.83371,1.65048,1.40448,0.000147287,0.000147287,0.000147287
417,1386.78,0.52531,0.72231,1.03912,0.91378,0.46133,0.71974,0.58269,0.78289,1.70922,1.36418,0.00014704,0.00014704,0.00014704
418,1390.07,0.51408,0.69472,1.02657,0.6599,0.58168,0.71031,0.57531,0.82105,1.74978,1.37847,0.000146793,0.000146793,0.000146793
419,1393.4,0.50982,0.71487,1.02271,0.67017,0.582,0.71885,0.57815,0.80929,1.68299,1.36932,0.000146545,0.000146545,0.000146545
420,1396.73,0.51263,0.71063,1.02826,0.83134,0.50113,0.70503,0.56228,0.78093,1.70062,1.34405,0.000146297,0.000146297,0.000146297
421,1400.02,0.50286,0.69906,1.02588,0.90102,0.46221,0.71456,0.57385,0.80366,1.74742,1.35816,0.00014605,0.00014605,0.00014605
422,1403.27,0.51053,0.70609,1.0262,0.91307,0.45454,0.7211,0.57998,0.79024,1.70813,1.34093,0.000145803,0.000145803,0.000145803
423,1406.54,0.50508,0.69922,1.02335,0.69192,0.62178,0.72498,0.58184,0.77388,1.59688,1.33496,0.000145555,0.000145555,0.000145555
424,1409.85,0.50329,0.6814,1.01316,0.71873,0.5822,0.73842,0.59667,0.76036,1.56028,1.32707,0.000145307,0.000145307,0.000145307
425,1413.16,0.4969,0.69571,1.02538,0.94003,0.43995,0.75808,0.63679,0.76346,1.48444,1.32453,0.00014506,0.00014506,0.00014506
426,1416.47,0.51618,0.70218,1.03504,0.63895,0.65411,0.74596,0.60876,0.80169,1.49438,1.35487,0.000144812,0.000144812,0.000144812
427,1419.78,0.52365,0.72271,1.02658,0.92839,0.45917,0.70975,0.58325,0.74609,1.49611,1.28455,0.000144565,0.000144565,0.000144565
428,1423.02,0.50443,0.6954,1.02332,0.64665,0.60821,0.71773,0.59057,0.74388,1.52054,1.29653,0.000144317,0.000144317,0.000144317
429,1426.37,0.51283,0.71029,1.02976,0.65759,0.60941,0.7114,0.59026,0.75821,1.44978,1.30438,0.00014407,0.00014407,0.00014407
430,1429.71,0.51449,0.71513,1.02728,0.73367,0.5821,0.74195,0.61413,0.78558,1.43878,1.33921,0.000143823,0.000143823,0.000143823
431,1433.07,0.51113,0.71261,1.0289,0.7424,0.55892,0.76222,0.6351,0.75515,1.46596,1.31669,0.000143575,0.000143575,0.000143575
432,1436.4,0.50308,0.6919,1.02119,0.84607,0.50229,0.78063,0.63667,0.77422,1.54879,1.33868,0.000143328,0.000143328,0.000143328
433,1439.74,0.50852,0.69953,1.02179,0.77903,0.54295,0.70756,0.5874,0.78861,1.61426,1.34272,0.00014308,0.00014308,0.00014308
434,1443.04,0.50207,0.69065,1.02173,0.68837,0.58433,0.69358,0.57049,0.79883,1.63158,1.34232,0.000142832,0.000142832,0.000142832
435,1446.37,0.50373,0.69754,1.02197,0.85418,0.50232,0.72025,0.59704,0.79857,1.6139,1.32838,0.000142585,0.000142585,0.000142585
436,1449.71,0.50128,0.6905,1.01783,0.91462,0.46186,0.74733,0.62286,0.78247,1.65217,1.32472,0.000142337,0.000142337,0.000142337
437,1453.08,0.50747,0.70184,1.02678,0.90247,0.4636,0.71442,0.59711,0.77199,1.64748,1.33023,0.00014209,0.00014209,0.00014209
438,1456.42,0.51594,0.72086,1.03032,0.94001,0.4229,0.72995,0.6034,0.7948,1.64563,1.3399,0.000141842,0.000141842,0.000141842
439,1459.74,0.50511,0.69752,1.02311,0.65999,0.621,0.72086,0.58926,0.75937,1.64908,1.31659,0.000141595,0.000141595,0.000141595
440,1463.03,0.50439,0.7073,1.02981,0.87604,0.46364,0.70486,0.57544,0.77872,1.71851,1.33708,0.000141347,0.000141347,0.000141347
